shop_date,offer_id,dev_name,regular_price,final_price,discount_vbucks,discount_pct,is_discounted,in_date,out_date,giftable,refundable,sort_priority,layout_id,layout_name,layout_rank,layout_display_type,tile_size,offer_tag,is_bundle,bundle_name,items_in_offer,item_kind,item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
2026-09-20,v2:/c85a38ebd00e69613a4ac37460cd58616d939fcb5dbeef04189f0f641095e6a4,[VIRTUAL]1 x Barrier Breaker for 500 MtxCurrency,500,500,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-3,ishowspeed3,iShowSpeed,174,tileGrid,Size_1_x_1,,0,,1,br,EID_HonorBraceLeap,Barrier Breaker,emote,icon,Icon Series,IShowSpeed,7,1,2025-12-25T00:00:00Z
2026-09-20,v2:/0825ee2d879ee64ce2a7e363b8b87204b69601912173517a957cc36b3e8fa6a6,[VIRTUAL]1 x Poker Face for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-40,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_78,Poker Face,,,,,,,2024-02-22T10:58:10Z
2026-09-20,v2:/b98b4e4ee70368c3844c1089deb6016274ff32f3abf7b84e744059d16b164359,[VIRTUAL]1 x TBD (SID_Placeholder_712) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-18T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-4,JT091826,Jam Tracks,176,tileGrid,Size_1_x_1,,0,,1,track,sid_placeholder_712,The Power Of Love,,,,,,,2025-12-24T00:00:00Z
2026-09-20,v2:/7299fe0723b6f116336b791901b5bce94ced91badcfed2c99d5c86a7b9013398,[VIRTUAL]1 x Starstruck Axe for 800 MtxCurrency,800,800,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-1,PablloVittar,Pabllo Vittar's Locker ,175,tileGrid,Size_1_x_1,<highlight_strong>Reactive Pickaxe:</> Animates with eliminations!,0,,1,br,Pickaxe_ID_426_PunkDevilSummerFemale,Starstruck Axe,pickaxe,rare,,Demon Beach,2,3,2020-06-30T06:09:08Z
2026-09-20,v2:/8082ddb88f9dccc789171fdf8b3f3dc8e3792d0eee8c08034c9cdd08443b2e36,[VIRTUAL]1 x Underworld Poison for 300 MtxCurrency,300,300,0,0.0,0,2026-09-18T00:00:00Z,2026-09-21T23:59:59.999Z,1,0,-3,hugevillian,Disney,196,tileGrid,Size_1_x_1,,0,,1,br,Backpack_FlickLedge,Underworld Poison,backpack,rare,,Disney's Hercules,7,2,2026-03-27T13:00:19Z
2026-09-20,v2:/10173d9f4667bea37ba53a91ac615cffdea1440a96f406fa38e2bf7dc5f324b6,[VIRTUAL]1 x Industry Baby for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-24,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_09,Industry Baby,,,,,,,2024-11-07T17:50:41Z
2026-09-20,v2:/c5f15bf11f2fd6f2f1083deadbe11199cbd08ed619a4f281b542bba1fd28b3c2,[VIRTUAL]1 x Seven Nation Army for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-2,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_36,Seven Nation Army,,,,,,,2023-12-09T15:00:00Z
2026-09-20,v2:/ca5009e7eceb8c8c66989efb88bd33721a999acc13c4ea777dc766c01139f71d,"[VIRTUAL]1 x Jellie, 1 x Shellie for -1 MtxCurrency",1200,1200,0,0.0,0,2026-09-15T00:00:00Z,2026-09-21T23:59:59.999Z,1,0,-6,BR092026,Fit Check,181,tileGrid,Size_1_x_1,,0,,2,br,CID_664_Athena_Commando_M_Gummi,Jellie,outfit,rare,,Fish Food,2,1,2020-01-15T09:35:50Z
2026-09-20,v2:/ca5009e7eceb8c8c66989efb88bd33721a999acc13c4ea777dc766c01139f71d,"[VIRTUAL]1 x Jellie, 1 x Shellie for -1 MtxCurrency",1200,1200,0,0.0,0,2026-09-15T00:00:00Z,2026-09-21T23:59:59.999Z,1,0,-6,BR092026,Fit Check,181,tileGrid,Size_1_x_1,,0,,2,br,BID_454_Gummi,Shellie,backpack,rare,,Fish Food,2,1,2020-01-15T09:35:49Z
2026-09-20,v2:/036b4c215e4b04bcff877d122dde965996375f0e7d371c6e4e6ced3c007b727b,[VIRTUAL]1 x ISuperSpeed for 1200 MtxCurrency,1200,1200,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-3,ishowspeed3,iShowSpeed,174,tileGrid,Size_1_x_1,,0,,1,br,Character_HonorBraceLeap,ISuperSpeed,outfit,icon,Icon Series,IShowSpeed,7,1,2025-12-25T00:00:00Z
2026-09-20,v2:/54d4115c24eeba8590d6075b0fb190bbf3f1be997213371bf5cd82a52e04ba1d,[VIRTUAL]1 x TBD (SID_Placeholder_854) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-19T00:00:00Z,2026-10-02T23:59:59.999Z,1,0,-3,IronMouse,Ironmouse,195,tileGrid,Size_1_x_1,,0,,1,track,sid_placeholder_854,Hell Again,,,,,,,2026-09-16T14:47:03Z
2026-09-20,v2:/89174372fdf629e4a6c1309d5fea70a5fdd2b64aba135d8574ae9d30a04cee13,[VIRTUAL]1 x TBD (SID_Placeholder_538) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-65,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_538,Juno,,,,,,,2025-04-08T08:40:23Z
2026-09-20,v2:/51799bd08c583c683cc5e0315c8e084ed2ddfd6f06438159892096560ab9b177,[VIRTUAL]1 x 24K Magic for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-78,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_70,24K Magic,,,,,,,2024-06-28T00:00:00Z
2026-09-20,v2:/70abdb539aff8a442fb1520d60a8144fe8fb37f85c9b321d83b97694c071c174,[VIRTUAL]1 x DÁKITI for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-67,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_140,DÁKITI,,,,,,,2024-06-28T00:00:00Z
2026-09-20,v2:/3931a03d2635b42e7ff4e0887a2c23cb3e11dc8599327177342cbc4edf673de1,[VIRTUAL]1 x TBD (SID_Placeholder_482) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-10T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-69,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_482,Daisy 2.0,,,,,,,2025-01-14T09:00:00Z
2026-09-20,v2:/80bbcf7a4497294f0c0fc0ff64cbee1ee31a7fe29f687a73d90135beefceb3f1,[VIRTUAL]1 x Heathens for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-70,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_200,Heathens,,,,,,,2024-05-14T14:56:14Z
2026-09-20,v2:/cc3ed88645f338140b89962279de480d92a9e0353ae58b8a21659b8c7106a453,[VIRTUAL]1 x Rebecca Plushie for 400 MtxCurrency,400,400,0,0.0,0,2026-09-20T00:00:00Z,2026-09-26T23:59:59.999Z,1,0,-2,CyberpunkEdgerunnersNew,Cyberpunk Edgerunners ,198,tileGrid,Size_1_x_1,,0,,1,br,Backpack_FaithPerch,Rebecca Plushie,backpack,rare,,Cyberpunk Edgerunners,7,4,2026-09-17T16:17:14Z
2026-09-20,v2:/c4223f4bab27fd705f06ffd56f17cad8396598e229d54d5bef179d3478ad70be,[VIRTUAL]1 x Blooming Cherub for 800 MtxCurrency,800,800,0,0.0,0,2026-09-18T00:00:00Z,2026-09-21T23:59:59.999Z,1,0,-2,hugevillian,Disney,196,tileGrid,Size_1_x_1,,0,,1,br,Pickaxe_LadderDoor,Blooming Cherub,pickaxe,rare,,Disney's Hercules,7,2,2026-03-27T13:00:19Z
2026-09-20,v2:/9a529abe15a9fa218df45371b6c350b3cfbdffc9eb3e5e3da56b1d1862cc56c3,[VIRTUAL]1 x Attraction for 500 MtxCurrency,500,500,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-4,VV092026,Dance Floor,193,tileGrid,Size_1_x_1,,0,,1,br,EID_Polarity,Attraction,emote,icon,Icon Series,,6,1,2024-12-15T00:00:00Z
2026-09-20,v2:/73235e9b73cccbf8d9b36884242040bc6125f956643b0f305e68712f6ba9beba,"[VIRTUAL]1 x Mega Man X, 1 x Buster Cannon Blades, 1 x E-Tank Power Pack for -1 MtxCurrency",1800,1800,0,0.0,0,2026-09-11T00:00:00Z,2026-09-20T23:59:59.999Z,1,0,-2,Megaman,Mega Man,182,tileGrid,Size_2_x_1,,0,,3,br,Character_DuneBriefShift,Mega Man X,outfit,gaminglegends,Gaming Legends Series,Mega Man,7,4,2026-09-07T20:23:20Z
2026-09-20,v2:/73235e9b73cccbf8d9b36884242040bc6125f956643b0f305e68712f6ba9beba,"[VIRTUAL]1 x Mega Man X, 1 x Buster Cannon Blades, 1 x E-Tank Power Pack for -1 MtxCurrency",1800,1800,0,0.0,0,2026-09-11T00:00:00Z,2026-09-20T23:59:59.999Z,1,0,-2,Megaman,Mega Man,182,tileGrid,Size_2_x_1,,0,,3,br,Pickaxe_DuneBriefShift,Buster Cannon Blades,pickaxe,gaminglegends,Gaming Legends Series,Mega Man,7,4,2026-09-07T20:23:20Z
2026-09-20,v2:/73235e9b73cccbf8d9b36884242040bc6125f956643b0f305e68712f6ba9beba,"[VIRTUAL]1 x Mega Man X, 1 x Buster Cannon Blades, 1 x E-Tank Power Pack for -1 MtxCurrency",1800,1800,0,0.0,0,2026-09-11T00:00:00Z,2026-09-20T23:59:59.999Z,1,0,-2,Megaman,Mega Man,182,tileGrid,Size_2_x_1,,0,,3,br,Backpack_DuneBriefShift,E-Tank Power Pack,backpack,gaminglegends,Gaming Legends Series,Mega Man,7,4,2026-09-07T20:23:20Z
2026-09-20,v2:/c28214d104e88c062e7c46a14b331c709c58f9994ebab9adeae7eeb25f640eba,[VIRTUAL]1 x Bolt for 800 MtxCurrency,800,800,0,0.0,0,2026-09-15T00:00:00Z,2026-09-21T23:59:59.999Z,1,0,-6,NS091526,No Sweat,179,tileGrid,Size_1_x_1,,0,,1,br,CID_431_Athena_Commando_F_StormPilot,Bolt,outfit,uncommon,,,1,9,2019-11-20T12:49:58Z
2026-09-20,v2:/3a813d171d98b782a60d75c900245701efa85231f4e841ade86f33a98510a20f,[VIRTUAL]1 x Buddy Holly for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-3,iHeartRadio,Turn The Music Up,183,tileGrid,Size_1_x_1,,0,,1,track,sid_placeholder_25,Buddy Holly,,,,,,,2023-12-14T00:00:00Z
2026-09-20,v2:/5c2fd8cf41c1a1cdef4370fcb63b7a90c21cb8df1423ba41b6149c1c88b210bb,[VIRTUAL]1 x Blank for 400 MtxCurrency,400,400,0,0.0,0,2026-09-18T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-3,,,,,Size_2_x_1,,0,,1,car,Wheel_Tomb,Batmobile (2022),wheel,uncommon,,,,,2026-09-17T16:17:14Z
2026-09-20,v2:/76ac446e130eb40e3dba9a3d49884a520af4331c8e8f61f74ff1351f0172326d,[VIRTUAL]1 x Give Me Everything for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-7,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_249,Give Me Everything,,,,,,,2024-06-06T13:32:50Z
2026-09-20,v2:/282b073a184190ccda0a0e4c8bfc6a56021a35c15a09816363f22533f6841b78,[VIRTUAL]1 x TBD (SID_Placeholder_791) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-18T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-3,JT091826,Jam Tracks,176,tileGrid,Size_1_x_1,,0,,1,track,sid_placeholder_791,4 Raws,,,,,,,2026-05-14T19:23:26Z
2026-09-20,v2:/820a5ac7e8ab43e3ef4b08a0147ba3c041eef2da94779a2619c2c3df33eb24dd,[VIRTUAL]1 x All Eyez On Me for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-33,JT091826,Jam Tracks,176,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_419,All Eyez On Me,,,,,,,2024-11-23T00:00:00Z
2026-09-20,v2:/cf2d35eb3c5b1072d4238d5b341c45f1c4a11b60fc6ebd70a8b37b72b33cc036,"[VIRTUAL]1 x ISuperSpeed's Emblem, 1 x ISuperSpeed's Emblem for 800 MtxCurrency",800,800,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-2,ishowspeed3,iShowSpeed,174,tileGrid,Size_1_x_1,,0,,2,br,Pickaxe_HonorBraceLeap,ISuperSpeed's Emblem,pickaxe,icon,Icon Series,IShowSpeed,7,1,2025-12-25T00:00:00Z
