shop_date,offer_id,dev_name,regular_price,final_price,discount_vbucks,discount_pct,is_discounted,in_date,out_date,giftable,refundable,sort_priority,layout_id,layout_name,layout_rank,layout_display_type,tile_size,offer_tag,is_bundle,bundle_name,items_in_offer,item_kind,item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
2026-09-23,v2:/a55c608f836f621eb6f0227f79b927ad489814aceda6cededcd5115033042b67,[VIRTUAL]1 x Competitive Slicer for 800 MtxCurrency,800,800,0,0.0,0,2026-09-21T00:00:00Z,2026-09-25T23:59:59.999Z,1,0,-4,CyberFNCS1,FNCS,197,tileGrid,Size_1_x_1,,0,,1,br,Pickaxe_SkeletonHunterFNCS,Competitive Slicer,pickaxe,rare,,FNCS,4,4,2023-10-04T14:40:29Z
2026-09-23,v2:/c85a38ebd00e69613a4ac37460cd58616d939fcb5dbeef04189f0f641095e6a4,[VIRTUAL]1 x Barrier Breaker for 500 MtxCurrency,500,500,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-3,ishowspeed3,iShowSpeed,177,tileGrid,Size_1_x_1,,0,,1,br,EID_HonorBraceLeap,Barrier Breaker,emote,icon,Icon Series,IShowSpeed,7,1,2025-12-25T00:00:00Z
2026-09-23,v2:/0825ee2d879ee64ce2a7e363b8b87204b69601912173517a957cc36b3e8fa6a6,[VIRTUAL]1 x Poker Face for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-40,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_78,Poker Face,,,,,,,2024-02-22T10:58:10Z
2026-09-23,v2:/24e962dcff338bed081471634af956852b03a126306a88e2b57130c04831c006,"[VIRTUAL]1 x Chigusa, 1 x Megumi, 1 x Yuki, 1 x Guard Pup, 1 x H4ck // P4ck, 1 x Watchful Wabbit for -1 MtxCurrency",3600,2200,1400,0.3889,1,2026-09-22T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-1,BR092326,Fit Check,185,tileGrid,Size_2_x_1,,1,Cyber Infiltration Pack,6,br,CID_A_048_Athena_Commando_F_SailorSquadLeader,Chigusa,outfit,rare,,//R.E.M.Wakers//,2,6,2021-03-30T09:14:15Z
2026-09-23,v2:/24e962dcff338bed081471634af956852b03a126306a88e2b57130c04831c006,"[VIRTUAL]1 x Chigusa, 1 x Megumi, 1 x Yuki, 1 x Guard Pup, 1 x H4ck // P4ck, 1 x Watchful Wabbit for -1 MtxCurrency",3600,2200,1400,0.3889,1,2026-09-22T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-1,BR092326,Fit Check,185,tileGrid,Size_2_x_1,,1,Cyber Infiltration Pack,6,br,CID_A_049_Athena_Commando_F_SailorSquadRebel,Megumi,outfit,rare,,//R.E.M.Wakers//,2,6,2021-03-30T09:14:15Z
2026-09-23,v2:/24e962dcff338bed081471634af956852b03a126306a88e2b57130c04831c006,"[VIRTUAL]1 x Chigusa, 1 x Megumi, 1 x Yuki, 1 x Guard Pup, 1 x H4ck // P4ck, 1 x Watchful Wabbit for -1 MtxCurrency",3600,2200,1400,0.3889,1,2026-09-22T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-1,BR092326,Fit Check,185,tileGrid,Size_2_x_1,,1,Cyber Infiltration Pack,6,br,CID_A_050_Athena_Commando_F_SailorSquadRose,Yuki,outfit,rare,,//R.E.M.Wakers//,2,6,2021-03-30T09:14:15Z
2026-09-23,v2:/24e962dcff338bed081471634af956852b03a126306a88e2b57130c04831c006,"[VIRTUAL]1 x Chigusa, 1 x Megumi, 1 x Yuki, 1 x Guard Pup, 1 x H4ck // P4ck, 1 x Watchful Wabbit for -1 MtxCurrency",3600,2200,1400,0.3889,1,2026-09-22T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-1,BR092326,Fit Check,185,tileGrid,Size_2_x_1,,1,Cyber Infiltration Pack,6,br,BID_729_SailorSquadRebel,Guard Pup,backpack,rare,,//R.E.M.Wakers//,2,6,2021-03-30T09:14:15Z
2026-09-23,v2:/24e962dcff338bed081471634af956852b03a126306a88e2b57130c04831c006,"[VIRTUAL]1 x Chigusa, 1 x Megumi, 1 x Yuki, 1 x Guard Pup, 1 x H4ck // P4ck, 1 x Watchful Wabbit for -1 MtxCurrency",3600,2200,1400,0.3889,1,2026-09-22T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-1,BR092326,Fit Check,185,tileGrid,Size_2_x_1,,1,Cyber Infiltration Pack,6,br,BID_730_SailorSquadRose,H4ck // P4ck,backpack,rare,,//R.E.M.Wakers//,2,6,2021-03-30T09:14:15Z
2026-09-23,v2:/24e962dcff338bed081471634af956852b03a126306a88e2b57130c04831c006,"[VIRTUAL]1 x Chigusa, 1 x Megumi, 1 x Yuki, 1 x Guard Pup, 1 x H4ck // P4ck, 1 x Watchful Wabbit for -1 MtxCurrency",3600,2200,1400,0.3889,1,2026-09-22T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-1,BR092326,Fit Check,185,tileGrid,Size_2_x_1,,1,Cyber Infiltration Pack,6,br,BID_728_SailorSquadLeader,Watchful Wabbit,backpack,rare,,//R.E.M.Wakers//,2,6,2021-03-30T09:14:15Z
2026-09-23,v2:/b98b4e4ee70368c3844c1089deb6016274ff32f3abf7b84e744059d16b164359,[VIRTUAL]1 x TBD (SID_Placeholder_712) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-18T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-4,JT091826,Jam Tracks,180,tileGrid,Size_1_x_1,,0,,1,track,sid_placeholder_712,The Power Of Love,,,,,,,2025-12-24T00:00:00Z
2026-09-23,v2:/7299fe0723b6f116336b791901b5bce94ced91badcfed2c99d5c86a7b9013398,[VIRTUAL]1 x Starstruck Axe for 800 MtxCurrency,800,800,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-1,PablloVittar,Pabllo Vittar's Locker ,178,tileGrid,Size_1_x_1,<highlight_strong>Reactive Pickaxe:</> Animates with eliminations!,0,,1,br,Pickaxe_ID_426_PunkDevilSummerFemale,Starstruck Axe,pickaxe,rare,,Demon Beach,2,3,2020-06-30T06:09:08Z
2026-09-23,v2:/58426149c4844ab9b05a0c902928939fb11e78e8b822c0424571073ce9a19c85,[VIRTUAL]1 x Champion Focus for 1000 MtxCurrency,1000,1000,0,0.0,0,2026-09-23T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-3,CyberFNCS1,FNCS,197,tileGrid,Size_1_x_1,,0,,1,br,Character_CyberFNCS,Champion Focus,outfit,epic,,FNCS,7,4,2026-09-17T16:17:14Z
2026-09-23,v2:/10173d9f4667bea37ba53a91ac615cffdea1440a96f406fa38e2bf7dc5f324b6,[VIRTUAL]1 x Industry Baby for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-24,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_09,Industry Baby,,,,,,,2024-11-07T17:50:41Z
2026-09-23,v2:/c5f15bf11f2fd6f2f1083deadbe11199cbd08ed619a4f281b542bba1fd28b3c2,[VIRTUAL]1 x Seven Nation Army for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-2,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_36,Seven Nation Army,,,,,,,2023-12-09T15:00:00Z
2026-09-23,v2:/bf9adaa9805f5c100ef9cca564983e018949c7f6708e81a23b87a3c2f54bbc12,[VIRTUAL]1 x Buddy Holly for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-16,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_25,Buddy Holly,,,,,,,2023-12-14T00:00:00Z
2026-09-23,v2:/036b4c215e4b04bcff877d122dde965996375f0e7d371c6e4e6ced3c007b727b,[VIRTUAL]1 x ISuperSpeed for 1200 MtxCurrency,1200,1200,0,0.0,0,2026-09-20T00:00:00Z,2026-09-23T23:59:59.999Z,1,0,-3,ishowspeed3,iShowSpeed,177,tileGrid,Size_1_x_1,,0,,1,br,Character_HonorBraceLeap,ISuperSpeed,outfit,icon,Icon Series,IShowSpeed,7,1,2025-12-25T00:00:00Z
2026-09-23,v2:/3120a1f4ac435812fc622caa9912a453cc5e8c6449ba72188024a89009e8e36e,[VIRTUAL]1 x Rebel Authority for 800 MtxCurrency,800,800,0,0.0,0,2026-09-22T00:00:00Z,2026-09-24T23:59:59.999Z,1,0,-2,,,,,Size_2_x_1,,0,,1,br,Pickaxe_ID_575_SailorSquadRebelFemale1H,Rebel Authority,pickaxe,rare,,//R.E.M.Wakers//,2,6,2021-03-30T09:14:15Z
2026-09-23,v2:/54d4115c24eeba8590d6075b0fb190bbf3f1be997213371bf5cd82a52e04ba1d,[VIRTUAL]1 x TBD (SID_Placeholder_854) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-19T00:00:00Z,2026-10-02T23:59:59.999Z,1,0,-3,IronMouse,Ironmouse,192,tileGrid,Size_1_x_1,,0,,1,track,sid_placeholder_854,Hell Again,,,,,,,2026-09-16T14:47:03Z
2026-09-23,v2:/89174372fdf629e4a6c1309d5fea70a5fdd2b64aba135d8574ae9d30a04cee13,[VIRTUAL]1 x TBD (SID_Placeholder_538) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-65,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_538,Juno,,,,,,,2025-04-08T08:40:23Z
2026-09-23,v2:/51799bd08c583c683cc5e0315c8e084ed2ddfd6f06438159892096560ab9b177,[VIRTUAL]1 x 24K Magic for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-78,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_70,24K Magic,,,,,,,2024-06-28T00:00:00Z
2026-09-23,v2:/70abdb539aff8a442fb1520d60a8144fe8fb37f85c9b321d83b97694c071c174,[VIRTUAL]1 x DÁKITI for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-67,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_140,DÁKITI,,,,,,,2024-06-28T00:00:00Z
2026-09-23,v2:/3931a03d2635b42e7ff4e0887a2c23cb3e11dc8599327177342cbc4edf673de1,[VIRTUAL]1 x TBD (SID_Placeholder_482) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-10T00:00:00Z,2026-09-30T23:59:59.999Z,1,0,-69,JT091826,Jam Tracks,180,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_482,Daisy 2.0,,,,,,,2025-01-14T09:00:00Z
