shop_date,offer_id,dev_name,regular_price,final_price,discount_vbucks,discount_pct,is_discounted,in_date,out_date,giftable,refundable,sort_priority,layout_id,layout_name,layout_rank,layout_display_type,tile_size,offer_tag,is_bundle,bundle_name,items_in_offer,item_kind,item_id,item_name,item_type,item_rarity,item_series,item_set,item_intro_chapter,item_intro_season,item_added
2026-09-08,v2:/6a212678d0f4fcc6938efeeea020c89587c09e637641773066882a1d575f0ec4,[VIRTUAL]1 x Proton Drill for 800 MtxCurrency,800,800,0,0.0,0,2026-09-05T00:00:00Z,2026-09-09T23:59:59.999Z,1,0,-3,GodzillaxKong,Mechagodzilla & Kong,185,tileGrid,Size_1_x_1,,0,,1,br,Pickaxe_ButterPlate,Proton Drill,pickaxe,rare,,Monarch's Titans,6,1,2025-01-15T14:05:32Z
2026-09-08,v2:/f0cef02bf0290a93c250d98e39ece88012720a4d5b36f635171dd79afc4c46d5,"[VIRTUAL]1 x Combat Cue, 1 x Combat Cue for 800 MtxCurrency",800,800,0,0.0,0,2026-09-05T00:00:00Z,2026-09-11T23:59:59.999Z,1,0,-1,Unvaulted,Unvaulted,190,tileGrid,Size_1_x_1,,0,,2,br,Pickaxe_StageCue,Combat Cue,pickaxe,rare,,In the Pocket,2,Remix,2024-11-02T17:09:31Z
2026-09-08,v2:/f0cef02bf0290a93c250d98e39ece88012720a4d5b36f635171dd79afc4c46d5,"[VIRTUAL]1 x Combat Cue, 1 x Combat Cue for 800 MtxCurrency",800,800,0,0.0,0,2026-09-05T00:00:00Z,2026-09-11T23:59:59.999Z,1,0,-1,Unvaulted,Unvaulted,190,tileGrid,Size_1_x_1,,0,,2,br,Backpack_StageCue,Combat Cue,backpack,rare,,In the Pocket,2,Remix,2024-11-02T17:09:31Z
2026-09-08,v2:/275b860193c43bac3d0983e627224cea57d78ad4d7c1e9d16e1a8b04723dd450,[VIRTUAL]1 x The Rack-Up for 500 MtxCurrency,500,500,0,0.0,0,2026-09-05T00:00:00Z,2026-09-11T23:59:59.999Z,1,0,-2,Unvaulted,Unvaulted,190,tileGrid,Size_1_x_1,,0,,1,br,Glider_StageCue,The Rack-Up,glider,epic,,In the Pocket,2,Remix,2024-11-02T17:09:31Z
2026-09-08,v2:/f8df7f715aaccc2e8d832837a296dccf354330294f500b6ccecf214e22deea82,[VIRTUAL]1 x FLAWLESS VICTORY for 300 MtxCurrency,300,300,0,0.0,0,2026-09-06T00:00:00Z,2026-09-12T23:59:59.999Z,1,0,-4,MortalKombat1,Mortal Kombat,192,tileGrid,Size_1_x_1,,0,,1,br,EID_GarlicWhisk_Clobber,FLAWLESS VICTORY,emote,gaminglegends,Gaming Legends Series,Klassic Kombat,6,2,2025-03-27T15:08:18Z
2026-09-08,v2:/ae9166ba9fe76036051a1c2e3f319105a208e2223963807b8de12a90b6dc4bd4,[VIRTUAL]1 x DRG Backpack for 300 MtxCurrency,300,300,0,0.0,0,2026-09-08T00:00:00Z,2026-09-11T23:59:59.999Z,1,0,-1,DRG,Deep Rock Galactic,193,tileGrid,Size_1_x_1,,0,,1,br,Backpack_CampusSire,DRG Backpack,backpack,gaminglegends,Gaming Legends Series,Deep Rock Galactic,6,5,2025-08-30T00:00:00Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,CarSkin_ButterT1Rainbow,Porsche 75th Anniversary,skin,uncommon,,,,,2026-09-03T15:24:18Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,CarSkin_ButterT1Huntress,Huntress,skin,uncommon,,,,,2026-09-03T15:24:18Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,CarSkin_ButterT1Frosted,Ombre,skin,uncommon,,,,,2026-09-03T15:24:18Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,CarSkin_ButterT1Wings,Wings,skin,uncommon,,,,,2026-09-03T15:24:18Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,CarSkin_ButterT1Stripes,Stripes,skin,uncommon,,,,,2026-09-03T15:24:18Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,CarSkin_ButterT1Lightning,Lightning,skin,uncommon,,,,,2026-09-03T15:24:18Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,CarSkin_ButterT1Flames,Flames,skin,uncommon,,,,,2026-09-03T15:24:18Z
2026-09-08,v2:/c5042594dcdc321e796bdc979d99a53b7cde5294f8941bb69834546b1fb831d3,"[VIRTUAL]1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Porsche 911 Turbo, 1 x Blank, 1 x Blank, 1 x Ombre, 1 x Wings, 1 x Stripes, 1 x Lightning, 1 x Flames, 1 x Porsche 911 for -1 MtxCurrency",2000,2000,0,0.0,0,2026-09-05T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,Porsche911Turbo,Porsche 911 Turbo,175,tileGrid,Size_3_x_1,,1,Porsche 911 Turbo,8,car,Wheel_ButterT1,Porsche 911,wheel,uncommon,,,,,2025-12-11T10:20:11Z
2026-09-08,v2:/e17da5c7cced62e4ff6e708f07bbf86f24cccfff1977126369eb7bcef7201458,[VIRTUAL]1 x Saltwater Satchel for 200 MtxCurrency,200,200,0,0.0,0,2026-09-08T00:00:00Z,2026-09-14T23:59:59.999Z,1,0,-1,,,,,Size_1_x_1,,0,,1,br,BID_193_TeriyakiFishMale,Saltwater Satchel,backpack,rare,,Fish Food,1,7,2019-11-20T12:50:36Z
2026-09-08,v2:/25be897f7129e90c39d28629e8b2a82edb3e9a9608b088d1549b0169f307f42c,[VIRTUAL]1 x TBD (SID_Placeholder_934) for 500 MtxCurrency,500,500,0,0.0,0,2026-09-04T00:00:00Z,2026-09-10T23:59:59.999Z,1,0,-3,JT090826,Jam Tracks,179,tileGrid,Size_1_x_1,,0,,1,track,sid_placeholder_934,Boston,,,,,,,2026-09-01T17:58:41Z
2026-09-08,v2:/c5f15bf11f2fd6f2f1083deadbe11199cbd08ed619a4f281b542bba1fd28b3c2,[VIRTUAL]1 x Seven Nation Army for 500 MtxCurrency,500,500,0,0.0,0,2026-09-01T00:00:00Z,2026-09-17T23:59:59.999Z,1,0,-2,JT090826,Jam Tracks,179,expandableList,Size_1_x_1,,0,,1,track,sid_placeholder_36,Seven Nation Army,,,,,,,2023-12-09T15:00:00Z
2026-09-08,v2:/a061e9619bb69442be67b956323f237c712e865b19e31dbbbe65e4ba9d573098,"[VIRTUAL]1 x The Batman Who Laughs, 1 x Robin's Perch, 1 x Death Metal Scythe, 1 x Wings of Madness for -1 MtxCurrency",3100,2200,900,0.2903,1,2026-09-04T00:00:00Z,2026-09-08T23:59:59.999Z,1,0,-1,DeathstrokemanLaugh,DC,181,tileGrid,Size_1_x_1,,1,The Batman Who Laughs Bundle,4,br,CID_A_219_Athena_Commando_M_Giggle_C2UK0,The Batman Who Laughs,outfit,dc,DC SERIES,Dark Multiverse,2,8,2021-10-22T16:37:22Z
2026-09-08,v2:/a061e9619bb69442be67b956323f237c712e865b19e31dbbbe65e4ba9d573098,"[VIRTUAL]1 x The Batman Who Laughs, 1 x Robin's Perch, 1 x Death Metal Scythe, 1 x Wings of Madness for -1 MtxCurrency",3100,2200,900,0.2903,1,2026-09-04T00:00:00Z,2026-09-08T23:59:59.999Z,1,0,-1,DeathstrokemanLaugh,DC,181,tileGrid,Size_1_x_1,,1,The Batman Who Laughs Bundle,4,br,BID_872_Giggle_LN5LR,Robin's Perch,backpack,dc,DC SERIES,Dark Multiverse,2,8,2021-10-22T16:37:22Z
